domain,sentence
restaurants,The food arrived 20 minutes after I called  cold and soggy .
restaurants,"If you go for the pre-theatre menu  it ""s"" an even greater deal ."
restaurants,If you are someone who appreciates simplicity  elegance  and wonderfully presented and tasting seafood and vegetables regardless of portion size  Kai is your place .
restaurants,The prices can not be beat for the quality  quantity  freshness and taste .
restaurants,"Check it out  it wo ""nt"" hurt your stomach or your wallet ."
restaurants,"Little Tonino ""s"" is just awesome  our favorite delivery place in Kennsington  honestly the best Gnochi I have ever had !"
restaurants,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES .
restaurants,I have been about 4 times and have always had a great meal .
restaurants,"I go back in line like three times on average until I ca ""nt"" walk anymore ."
restaurants,We usually just get some of the dinner specials and they are very reasonably priced and very tasty .
restaurants,Horrible food and Horrible service .
restaurants,"The wine and cheese plate are plentiful and ca ""nt"" wait to try the fondue or table grilling ."
restaurants,They treated us well and the food was extremely fresh and well-prepared .
restaurants,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .
restaurants,THE BIG COMPLAINT : NO TOASTING AVAILABLE .
restaurants,"Even if the food was ""nt"" this good  the garden is a great place to sit outside and relax ."
restaurants,"Volare virgins or weekly regulars  everyone gets treated the same and you ca ""nt"" ask for more than that when the service is this friendly ."
restaurants,The food came out wrong  the waiter was no where to be found and the wine showed up at the end of the meal .
restaurants,The chicken and steak were seasoned and cooked to perfection  and the lamb sandwhich is great for heartier appetites .
restaurants,"We saw them heating up at least one frozen item though I ""m"" not sure which dim sum dish it was ."
restaurants,"No you ""re"" going to go back because the food was good ."
restaurants,The food was great and the service was even better .
restaurants,While this can hardly be called a restaurant  it is possibly the best deal in Manhatten : $ 4 for a plate heaped with rice and 2-3 entrees .
restaurants,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .
restaurants,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef -LRB- usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt -RRB- .
restaurants,Consequently  their burgers fell apart in their hands and made such a mess that they did ` nt feel like finishing them .
restaurants,My son and his girlfriend both wanted cheeseburgers and they were huge !
restaurants,I really recommend the very simple Unda (Egg) rolls .
restaurants,Very good wine choices .
restaurants,"This is the only Thai place I go too in NYC  it ""s"" wonderful  and live relaxed Jazz on certain nights ."
restaurants,We were seated and ignored by waitstaff .
restaurants,If you are in a big group  this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here .
restaurants,They showed up 15 minutes after the tuna melt .
restaurants,Tasty steak  pork loin  the works .
restaurants,"I went with 5 friends and we lingered at the table for a bit and did ""nt"" feel rushed at all even though there was a wait ."
restaurants,"I ""d"" highly recommend it for a special occasion -- it provides and intimate setting and nice service ."
restaurants,The burger was great  also .
restaurants,"they did give a 15 % discount at the end  was ""nt"" enough  as they knew the service was horrible ."
restaurants,"Just because it ""s"" cheap does NOT mean the portions are small or the food is nasty  IT IS GREAT !"
restaurants,The pizza was great .
restaurants,"I had never had Edamame pureed before but I thought it was innovative and tasty -LRB- could ""ve"" used a bit more salt -RRB- ."
restaurants,"however  it ""s"" the service that leaves a bad taste in my mouth ."
restaurants,"When we notified him that he did ""nt"" mention the specials  he did ""nt"" apologize but let us know that we made a very good decision regardless ."
restaurants,The price was extremely reasonable for the appetizers and food we ate .
restaurants,"Do ""nt"" dine at Tamarind for the vegetarian dishes  they are simply not up to par with the non-veg selections ."
restaurants,Kenny the owner is always there and he treats my family like we are part of his family .
restaurants,They need a kick out of it but until then the sushi is pretty good and the place is consistent .
restaurants,"I ""ve"" had to wait only a few times during lunch but this place is definitely worth the wait ."
restaurants,All in all the food was above average and I would return to see how they operate with four or less dinners .
restaurants,Delicious food  excellent service  and a pretty atmosphere make this a great choice for dinner and the $ 5.99 lunch buffet makes it an even better choice for lunch !
restaurants,For appetizers  I recommend the shrimp fritters and dumplings .
restaurants,Such nice people working here - but I have to review the food .
restaurants,The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible  reaching for sunglasses .
restaurants,Try the Times Square cocktail -- ginger lemonade with vodka -LRB- also available without vodka . -RRB-
restaurants,"Veal Parmigana - Better than Patsy ""s"" !"
restaurants,Great wine  great food .
restaurants,The service was mediocre  and the lack of air conditioning made for a less than comfortable meal .
restaurants,The food and staff always surprise me with the new heights they are taken to .
