,domain,sentence,aspects
700,restaurants,Waiters tend to forget drinks completely  food portions are so tiny  two people have trouble sharing one entree .,"['Waiters', 'drinks', 'completely  food portions', 'two people', 'trouble']"
701,restaurants,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan .,"['The cold appetizer dishes', 'the way', 'I', 'them', 'I', 'Taiwan']"
702,restaurants,The restaurant was packed at first  so we waited at the bar for about 20 minutes before we were seated .,"['The restaurant', 'we', 'the bar', 'about 20 minutes', 'we']"
703,restaurants,Interesting selection  good wines  service fine  fun decor .,['good wines']
704,restaurants,"Any if you have a reservation you ""ll"" wait for max 5 minutes - so have a drink at the bar .","['Any', 'you', 'a reservation', 'you', 'max', '5 minutes', 'a drink', 'the bar']"
705,restaurants,"Whether it ""s"" the parmesean porcini souffle or the lamb glazed with balsamic vinegar  you will surely be transported to Northern Italy with one bite .","['it', 'the parmesean porcini souffle', 'the lamb', 'balsamic vinegar', 'you', 'Northern Italy', 'one bite']"
706,restaurants,"The food at this place is ` gourmet """" Indian cuisine .","['The food', 'this place', 'gourmet """" Indian cuisine']"
707,restaurants,"The food at this place is ""gourmet"" Indian cuisine .","['The food', 'this place', '""gourmet"" Indian cuisine']"
708,restaurants,"But the thing that my wife and I hated was it was so loud and it felt like """" bar """" or ` pub """" .","['the thing', 'that', 'my wife', 'I', 'it', 'it', '"""" bar', '` pub']"
709,restaurants,"While there are plenty of places to go for a good corned beef sandwich  Katz ""s"" has a charm about it .","['plenty', 'places', 'a good corned beef sandwich  Katz', '""s', 'a charm', 'it']"
710,restaurants,However  looking at the table next to ours  we both sort of wished we had ordered pizza  which looked PERRRRRRRRRFECT .,"['the table', 'ours', 'we', 'both', 'we', 'pizza', 'which', 'PERRRRRRRRRFECT']"
711,restaurants,Priced at upper intermediate range .,['upper intermediate range']
712,restaurants,"If you live in new york city  you ""ll"" find better food at small restaurants outside of time square and spend half the amount .","['you', 'new york city', 'you', 'better food', 'small restaurants', 'time', 'half the amount']"
713,restaurants,Try the olive cream cheese or the lox spread on a whole wheat everything bagel .,"['the olive cream cheese', 'the lox', 'a whole wheat', 'everything bagel']"
714,restaurants,"they did ""nt"" disappoint  service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table .","['they', '"" disappoint  service', 'i', 'the door', 'almost one server', 'table']"
715,restaurants,"I do ""nt"" know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer .","['I', 'who', 'they', 'they', 'they', 'no respect', 'the residents', 'the neighborhood', 'they', 'their cabaret', 'loud music', 'the morning', 'the summer']"
716,restaurants,"The rice to fish ration was also good -- they did ""nt"" try to overpack the rice .","['The rice', 'ration', 'they', 'the rice']"
717,restaurants,They used shredded cheese on top !,"['They', 'shredded cheese', 'top']"
718,restaurants,The food is great and they have a good selecion of wines at reasonable prices .,"['The food', 'they', 'a good selecion', 'wines', 'reasonable prices']"
719,restaurants,The only positive was the wait staff  which was prompt  knowledgable  and likeable .,"['the wait staff', 'which']"
720,restaurants,"I could ""nt"" reccommend their Godmother pizza any higher .","['I', 'their Godmother pizza']"
721,restaurants,I am not a vegetarian but  almost all the dishes were great .,"['I', 'a vegetarian', 'almost all the dishes']"
722,restaurants,I was very impressed by this low-key upper eastsider and their authentically thai cuisine !!!,"['I', 'this low-key upper eastsider', 'their authentically thai cuisine']"
723,restaurants,For the location  the prices are very reasonable .,"['the location', 'the prices']"
724,restaurants,The food is okay and the prices here are mediocre .,"['The food', 'the prices']"
725,restaurants,"My friend ""s"" food was also the complete opposite of what it ""s"" supposed to taste like -LRB- aND look like -RRB- .","['My friend', '""s"" food', 'the complete opposite', 'what', 'it', '-LRB-', '-RRB-']"
726,restaurants,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime .,"['I', 'the crab cocktail', 'it', 'a lime juice concoction', 'all', 'you', 'the lime']"
727,restaurants,"I would like to return and try some of the other menu items when I do ""nt"" have to rush off to a show .","['I', 'some', 'the other menu items', 'I', 'a show']"
728,restaurants,We have been to this place many times  and always have great food  wine  and service .,"['We', 'this place', 'great food  wine', 'service']"
729,restaurants,Hopefully next time  I will save room for dessert .,"['I', 'room', 'dessert']"
730,restaurants,Not a typical pizza joint  but good for a low key and fairly cheap nice sit down dinner .,"['a low key', 'dinner']"
731,restaurants,The corned beef was tender and melted in my mouth .,"['The corned beef', 'my mouth']"
732,restaurants,"The best Chicken pad tai  I ""ve"" ever had .","['The best Chicken pad tai', 'I']"
733,restaurants,$ 20 for all you can eat sushi can not be beaten .,"['all', 'you', 'sushi']"
734,restaurants,Haru serves very fresh fish  has a trendy  modern ambiance  prime location on Park Avenue South and friendly service .,"['very fresh fish', 'a trendy  modern ambiance  prime location', 'Park Avenue South and friendly service']"
735,restaurants,Warm and friendly in the winter and terrific outdoor seating in the warmer months .,"['the winter and terrific outdoor seating', 'the warmer months']"
736,restaurants,"Very romantic fires - I ""ve"" literally spent hours at Lanterna  drinking wine from their extensive wine and enjoying the ambience .","['Very romantic fires', 'I', 'hours', 'Lanterna', 'wine', 'their extensive wine', 'the ambience']"
737,restaurants,"We got a little tipsy from the sake but is ""nt"" that what Saturday nights with the girlfriends are all about ?","['We', 'a little tipsy', 'the sake', 'what', 'Saturday nights', 'the girlfriends']"
738,restaurants,I almost wanted to write a bad review  so no one would ever go here and I could have all the dumplings to myself !,"['I', 'a bad review', 'no one', 'I', 'all the dumplings', 'myself']"
739,restaurants,Always a nice crowd  but never loud .,['Always a nice crowd']
740,restaurants,My turkey burger was not cooked at all  my friends salmon was completely raw .,"['My turkey burger', 'at all  my friends salmon']"
741,restaurants,Decor is minimalist and clean - nothing to distract or commend .,"['Decor', 'minimalist and clean - nothing']"
742,restaurants,His drinks are very inventive  delicious and classy .,['His drinks']
743,restaurants,Great food  great prices  great service .,['Great food  great prices  great service']
744,restaurants,"This is ""nt"" your corner Chinese food takeout .","['This', 'your corner', 'Chinese food']"
745,restaurants,Awsome Pizza especially the Margheritta slice .,"['Pizza', 'especially the Margheritta slice']"
746,restaurants,This place  however  has a lot less pretension than Joya and the Thai food is still above-average .,"['This place', 'a lot less pretension', 'Joya', 'the Thai food']"
747,restaurants,Try ordering from the regular menu  then you would not regret !,"['the regular menu', 'you']"
748,restaurants,Told us to sit anywhere  and when we sat he said the table was reserved .,"['us', 'we', 'he', 'the table']"
749,restaurants,uni from maine vs california  sea vs freshwater eel -RRB- to get a good taste comparison .,"['maine', 'california  sea', 'a good taste comparison']"
750,restaurants,We started with lox and mussels -LRB- the best ive ever had  ever -RRB- and had the cod and trout for dinner .,"['We', 'lox', 'mussels', 'i', '-RRB-', 'the cod', 'trout', 'dinner']"
751,restaurants,"The crispy chicken was ""nt"" for us  though .","['The crispy chicken', 'us']"
752,restaurants,Food is great .,['Food']
753,restaurants,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal !,"['I', 'the meatballs', 'caprese salad', 'the beans', 'toast', 'a wonderful start', 'the meal']"
754,restaurants,This place is incredibly tiny .,['This place']
755,restaurants,"I did ""nt"" complain  I liked the atmosphere so much .","['I', 'I', 'the atmosphere']"
756,restaurants,In reality -LRB- to maximize potential diners -RRB- they were still taking phone reservations and reallocating tables of those waiting in the lobby .,"['reality', 'potential diners', 'they', 'phone reservations', 'tables', 'those', 'the lobby']"
757,restaurants,The wine is always good  the tapas are always yummy  especially with the warm pita bread .,"['The wine', 'the tapas', 'the warm pita bread']"
758,restaurants,But when you are seated the waitresses are great  they explain everything on the menu  and the price of the food is really cheap for the service you get .,"['you', 'the waitresses', 'they', 'everything', 'the menu', 'the price', 'the food', 'the service', 'you']"
759,restaurants,"I ""ve"" been to several places for Dim Sum and this has got to be the WORST .","['I', 'several places', 'Dim Sum', 'this', 'the WORST']"
760,restaurants,The freshest  best variety  and the fastest delivery .,"['The freshest  best variety', 'the fastest delivery']"
761,restaurants,Go to Volare for 1st class service and terrific food .,"['Volare', '1st class service', 'terrific food']"
762,restaurants,"It ""s"" super-trendy and there ""s"" always someone to take that empty seat  so it seems that customer service has been deemed not of the essence .","['It', 'someone', 'that empty seat', 'it', 'customer service', 'the essence']"
763,restaurants,Dinner took almost 4 hours without any lag time .,"['Dinner', 'almost 4 hours', 'any lag time']"
764,restaurants,The people in the restaurant were pretty obnoxious and loud .,"['The people', 'the restaurant']"
765,restaurants,The sandwiches are dry  tasteless and way overpriced .,['The sandwiches']
766,restaurants,Price no more than a Jersey deli but way better .,"['Price', 'a Jersey deli']"
767,restaurants,The fried rice is really good too .,['The fried rice']
768,restaurants,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections .,"['We', 'the enthusiastic staff', 'especially the manager', 'Tony Gaskin', 'who', 'excellent suggestions', 'our menu selections']"
